text,product,target,processed
Leaving my bag at home today; traveling light with just my iPad in hand. I really don't need to lug around all that impedimenta. #sxsw,iPad,2,leaving home today traveling light hand really need around impedimenta
Google may be launching a new social network called Circles today at #sxsw {link},,1,launching social network called circle today
Absolutely beautiful day in Austin for #sxsw. Off to the mall with the guys to track down iPad 2.,iPad,2,absolutely beautiful mall guy track
By the way being at #sxsw means I now have to get an iPad or 2,iPad,2,mean
At a party being thrown by Google and the aclu...don't tell my dad. #sxsw (@mention Maggie Mae's w/ 78 others) {link},,1,party thrown aclu tell maggie others
I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw,iPad,0,think effing hubby line someone point towards line wife number
"In case my fairy god mother = reading mail; my ÌÙ±G wish this week is 2 go 2 #sxsw Ï for the #Android ÏÎ Dev Ïà Meetup. @mention Hilton, Sat. 12:30PM",,1,case fairy mother reading mail wish week android meetup hilton
The Motley Fool: Google Prepares for Its Fight With Facebook | Circles may not have appeared at #SXSW but on its way {link},,1,motley fool prepares fight facebook circle appeared
This is my friend @mention new #iphone #photosharing app he's developed. Ck it out and show your support! {link} #sxsw,iPad or iPhone App,2,friend photosharing developed show support
Apparently Google to launch a major New Social Network {link} #SxSW #Circles,,1,apparently launch major social network circles
"I actually have no idea what #SXSW is. I could google it, but I'm fine not knowing.",,1,actually idea could fine knowing
Is anybody having trouble downloading the #SXSW pak in the @mention app for iPhone.,,1,anybody trouble downloading
It's crazy here at #Apple's temporary #Austin store. Post coming up with pics. #SXSW,,1,crazy temporary austin store post coming pic
It's crazy how much culture is documented in google doodles. #sxsw,Other Google product or service,2,crazy much culture documented doodle
Ipad's day in the geekest place in the world right now..yes u have a queue: Apple just opens a hidden store {link} #SXSW,iPad,2,geekest place world right queue open hidden store
Bing party in the same location as last year's Google party #irony #SXSW (@mention Six Lounge w/ @mention @mention {link},,1,bing party location last year party irony lounge
"Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,2,look interesting launch major social network called circle possibly today
Looks very interesting.  Good luck at #SxSW Localmind Available on the iPhone {link},iPad or iPhone App,2,look interesting good luck localmind available
"Ok, got my iPad cover, now what? They better not have given my iPad to some tool at #SXSW.",,1,cover better given tool
"Officially iPad-ed #SXSW (@mention Apple Store, SXSW w/ 16 others) {link}",,1,officially store others
Getting my ipad2 #sxsw (@mention Apple Store w/ 4 others) {link},iPad,2,getting store others
Data on my iPhone finally sorted. Next stop: #sxsw!,iPhone,2,data finally sorted next stop
{link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw,,1,kawasaki talk enchanted know stuff books internet
Brought my lunch and took train to #SXSW the last two days. Have I earned an iPad? #frugality,,1,brought lunch took train last day earned frugality
Dropped my MacBook pro as I was walking into #sxsw. iPad 2 sounding pretty appealing right now. Somehow I will adapt and overcome.,iPad,2,dropped macbook walking sounding pretty appealing right somehow adapt overcome
Apparently mobile #sxsw GO app is not compatible w/my iPhone. Any other suggestions on good mobile aps for sxsw? thanks!,,1,apparently mobile compatible suggestion good mobile thanks
1st injury of #SXSW? Bicycle + stupid + concrete = ouch.  {link} Fortunately still able to type on iPhone. Not on my schedule!,,1,injury bicycle stupid concrete ouch fortunately still able type schedule
"Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",,1,lost phone please help left white internet please help
"New Lonely Planet Austin City Guide iPhone app FREE for SXSW, until March 15, 12 pm PST {link} #travel #austin #sxsw",,1,lonely planet city guide free march travel austin
The Lonely Planet iPhone app guide to Austin is free this week. #sxsw,,1,lonely planet guide free week
Creativity prompt: use Google maps to virtually take a walk you used to take as a kid; see what memories come up. (courtesy @mention #SXSW,Other Google product or service,2,creativity prompt map virtually take walk used take memory come courtesy
Still only seen two non-iPad tablets at #sxsw. Thousands of iPads.,,1,still seen tablet thousand ipads
I'm pretty sure the panelist that thinks &quot;Apple is drowning in their success&quot; is fucking insane. #SXSW,Apple,0,pretty sure panelist think drowning success fucking insane
Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw,iPad or iPhone App,2,happy discovr named must apps fight thru queue
Apparently the #sxsw apple store line is only 15 minutes at the moment.,,1,apparently store line minute moment
apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins. WUT.,,2,apparently line store grew block block past min
Apparently there is an iPad and iPhone app to block #sxsw tweets. :),iPad or iPhone App,2,apparently block tweet
"On the way to #sxsw, see you all tonight! hopefully with a new ipad ;) (@mention San Francisco International Airport (SFO)) {link}",iPad,2,tonight hopefully francisco international airport
Am I crazy to be thinking about upgrading my iPhone right before #SXSW?,,1,crazy thinking upgrading right
on display tonite: {link} #gsdm #google Industry Party: {link} #sxsw,,1,display tonite gsdm industry party
smoked way too much yesterday! hahaha  #austin #wakeNbake  painting at this Android Party tonight #sxsw #AndroidSXSW {link},,1,smoked much yesterday hahaha austin wakenbake painting android party tonight androidsxsw
Stopped by Tron Legacy Lounge at  #SXSW. Audio sync function for extras on iPad pretty cool.,iPad,2,stopped tron legacy lounge audio sync function extra pretty cool
Second day using my Apple iPad2 at #SXSW and I'm really impressed. The magnetic cover is pure brilliance. Using a laptop is so old school.,iPad,2,second using really impressed magnetic cover pure brilliance using laptop school
"Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!",,1,come party tonight band food cream nifty interactive map
It's funny watching a room full of people hold their iPad in the air to take a photo. Like a room full of tablets staring you down. #SXSW,,1,funny watching room full people hold take photo like room full tablet staring
"Apparently, Apple has set up a temporary iPad 2 shop in Austin for #SXSW.  #groan",,1,apparently temporary shop groan
"By the way, I love that y'all are so down to discuss apple-breeds in the midst of all of this pre-#sxsw madness!",Apple,2,love discus breed midst madness
"Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw",,1,apparently preference think like seenocreepy
"by the way, we're looking for a spanish-speaking trend scout based in Austin -&gt; {link} #sxsw",,1,looking spanish speaking trend scout based
Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,Other Google product or service,2,absolutely timely good schtuff people finder japan quake iqlab
True story! RT @mention I just rated Amy's Ice Cream 5 stars. @mention &quot;Best ice cream in town!!&quot; {link} #sxsw,,1,true story rated cream star best cream town
Good job y'all!  RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,2,good gowalla win best andoid team android choice award thanks
&quot;They're in line for some ipad thing&quot; #overheard #sxsw #normalpeople {link},,1,line thing overheard normalpeople
"[TOP STORY] At #SXSW, Apple schools the marketing experts: Thousands in town to demonstrate their social mar... {link} #sxswi",Apple,2,story school marketing expert thousand town demonstrate social
@mention yay :) thank you! what do you do? #pushio #sxsw #ipad,,1,thank pushio
... or maybe not: {link} #google #circles #sxsw,,1,maybe circles
"@mention yeah, we have @mention , Google has nothing on us :) #SXSW",,1,yeah nothing
"@mention yep! I can't believe they set up a pop up store. Oh wait, yes I can :) #sxsw #apple",Apple,2,believe store wait
"Marisa Meyer is showing yelp, aka google hotpot #sxsw",,1,marisa meyer showing yelp hotpot
"@mention Yes, I picked up the ipad 2 at #SXSW. My 1st one.",iPad,2,picked
"@mention Yes, that's why I favorited it! I want to win. I need to win. doo dah doo dah. :D #pushio #sxsw #ipad",iPad,2,favorited want need pushio
"@mention Yes, the Google presentation was not exactly what I was expecting. #sxsw",,1,presentation exactly expecting
"Mobile mayhem! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,1,mobile mayhem hoot blog post hootsuite mobile update blackberry android
Who is flying to #SXSW and wants some @mention free miles! DM me..i'll shoot you a code. (currently iPhone only),,1,flying want free mile shoot code currently
"Google trying to fill void for local information with hotpot. If you own a biz, claim it and provide photos and more info. #sxsw",,1,trying fill void local information hotpot claim provide photo info
#SXSW #beyondwc Analytics 101: Google Analytics is a standard to use.,,1,beyondwc analytics analytics standard
"dear everyone coming to #SXSW, a friendly reminder that the iPad 2 comes out Friday and my birthday is Saturday. #justsayin",,1,dear everyone coming friendly reminder come friday birthday saturday justsayin
"Hey is anyone doing #sxsw signing up for the group texting app, groupme? got it on my iphone, but no one else is on it, so....kinda useless.",,0,anyone signing group texting groupme else kinda useless
Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},iPad,2,look everyone zomg first
@mention you are my favorite-- thanks for coming to @mention -- when you getting an iPhone again?? #SXSW,iPhone,2,favorite thanks coming getting
"you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop",,1,know plane become facebook friend seatmate added added laptop
